brand,model,category,release_year,ram,cpu,screen_size,refresh_rate,main_camera,front_camera,battery_capacity,charging_speed,operating_system,case_size,case_material,band_material,display_type,water_resistance,battery_life,connectivity,compatible_os,accessory_type,compatibility,material,color,connector_type,warranty
Samsung,Galaxy S25 Ultra,Phone,2025,12GB,Snapdragon 8 Elite,6.9 inches,120Hz,200MP+50MP+50MP+10MP,12MP,5000mAh,45W,Android 15; One UI 7,,,Dynamic AMOLED 2X,IP68,,5G; Wi-Fi 7; Bluetooth 5.4; GPS; GLONASS; Beidou; Galileo; QZSS,,,,,,Titanium Black,USB Type-C,
Samsung,Galaxy S26,Phone,2026,12GB,Exynos 2600 / Snapdragon 8 Elite Gen 5,6.2 inches,120Hz,50MP+12MP+10MP,12MP,4300mAh,25W,Android 16; One UI 8.5,,,Dynamic AMOLED 2X,IP68,,5G; Wi-Fi 7; Bluetooth 5.4; GPS; GLONASS; Beidou; Galileo; QZSS,,,,,,Onyx Black,USB Type-C,
Samsung,Galaxy S26+,Phone,2026,12GB,Exynos 2600 / Snapdragon 8 Elite Gen 5,6.7 inches,120Hz,50MP+12MP+10MP,12MP,4900mAh,45W,Android 16; One UI 8.5,,,Dynamic AMOLED 2X,IP68,,5G; Wi-Fi 7; Bluetooth 5.4; GPS; GLONASS; Beidou; Galileo; QZSS,,,,,,Onyx Black,USB Type-C,
Samsung,Galaxy S26 Ultra,Phone,2026,12GB,Snapdragon 8 Elite Gen 5,6.9 inches,120Hz,200MP+50MP+50MP+10MP,12MP,5000mAh,60W,Android 16; One UI 8.5,,,Dynamic AMOLED 2X,IP68,,5G; Wi-Fi 7; Bluetooth 5.4; GPS; GLONASS; Beidou; Galileo; QZSS,,,,,,Titanium Black,USB Type-C,

#Samsung Tablets

Samsung,Galaxy Tab A11,Tablet,2026,6GB,MediaTek Helio G99,8.7 inches,90Hz,8MP,5MP,5100mAh,15W,Android 16; One UI 8,,,TFT LCD,IP54,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo,,,,,,Gray,USB Type-C,
Samsung,Galaxy Tab A11+,Tablet,2026,8GB,MediaTek Dimensity 7300,11.0 inches,90Hz,8MP,5MP,7040mAh,25W,Android 16; One UI 8,,,TFT LCD,IP54,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo,,,,,,Gray,USB Type-C,
Samsung,Galaxy Tab S10 Lite,Tablet,2025,8GB,Exynos 1380,10.9 inches,90Hz,8MP,5MP,8000mAh,45W,Android 15; One UI 7,,,LCD,IP68,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo,,,,,,Gray,USB Type-C,
Samsung,Galaxy Tab S9,Tablet,2023,12GB,Snapdragon 8 Gen 2 for Galaxy,11.0 inches,120Hz,13MP,12MP,8400mAh,45W,Android 13; One UI 5.1,,,Dynamic AMOLED 2X,IP68,,5G; Wi-Fi 6E; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo,,,,,,Graphite,USB Type-C,
Samsung,Galaxy Tab S9+,Tablet,2023,12GB,Snapdragon 8 Gen 2 for Galaxy,12.4 inches,120Hz,13MP+8MP,12MP,10090mAh,45W,Android 13; One UI 5.1,,,Dynamic AMOLED 2X,IP68,,5G; Wi-Fi 6E; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo,,,,,,Graphite,USB Type-C,
Samsung,Galaxy Tab S9 Ultra,Tablet,2023,16GB,Snapdragon 8 Gen 2 for Galaxy,14.6 inches,120Hz,13MP+8MP,12MP+12MP,11200mAh,45W,Android 13; One UI 5.1,,,Dynamic AMOLED 2X,IP68,,5G; Wi-Fi 6E; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo,,,,,,Graphite,USB Type-C,
Samsung,Galaxy Tab S9 FE,Tablet,2023,8GB,Exynos 1380,10.9 inches,90Hz,8MP,12MP,8000mAh,45W,Android 13; One UI 5.1,,,IPS LCD,IP68,,5G; Wi-Fi 6; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo,,,,,,Gray,USB Type-C,
Samsung,Galaxy Tab S9 FE+,Tablet,2023,12GB,Exynos 1380,12.4 inches,90Hz,8MP+8MP,12MP,10090mAh,45W,Android 13; One UI 5.1,,,IPS LCD,IP68,,5G; Wi-Fi 6; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo,,,,,,Gray,USB Type-C,
Samsung,Galaxy Tab S6 Lite (2024),Tablet,2024,4GB,Exynos 1280,10.4 inches,60Hz,8MP,5MP,7040mAh,15W,Android 14; One UI 6.1,,,TFT LCD,,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo,,,,,,Oxford Gray,USB Type-C,
Samsung,Galaxy Tab S10+,Tablet,2024,12GB,MediaTek Dimensity 9300+,12.4 inches,120Hz,13MP+8MP,12MP,10090mAh,45W,Android 14; One UI 6.1.1,,,Dynamic AMOLED 2X,IP68,,5G; Wi-Fi 7; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo,,,,,,Moonstone Gray,USB Type-C,
Samsung,Galaxy Tab S10 Ultra,Tablet,2024,12GB16GB,MediaTek Dimensity 9300+,14.6 inches,120Hz,13MP+8MP,12MP+12MP,11200mAh,45W,Android 14; One UI 6.1.1,,,Dynamic AMOLED 2X,IP68,,5G; Wi-Fi 7; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo,,,,,,Moonstone Gray,USB Type-C,
Samsung,Galaxy Tab S10 FE,Tablet,2025,12GB,Exynos 1580,10.9 inches,90Hz,13MP,12MP,8000mAh,45W,Android 15; One UI 7,,,IPS LCD,IP68,,5G; Wi-Fi 6; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo,,,,,,Gray,USB Type-C,
Samsung,Galaxy Tab S10 FE+,Tablet,2025,12GB,Exynos 1580,13.1 inches,90Hz,13MP,12MP,10090mAh,45W,Android 15; One UI 7,,,TFT LCD,IP68,,5G; Wi-Fi 6; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo,,,,,,Gray,USB Type-C,
Samsung,Galaxy Tab S10 Lite,Tablet,2025,8GB,Exynos 1380,10.9 inches,90Hz,8MP,5MP,8000mAh,25W,Android 15; One UI 7,,,TFT LCD,IP68,,5G; Wi-Fi 6; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo,,,,,,Gray,USB Type-C,
Samsung,Galaxy Tab S11,Tablet,2025,12GB,MediaTek Dimensity 9400+,11.0 inches,120Hz,13MP,12MP,8400mAh,45W,Android 16; One UI 8,,,Dynamic AMOLED 2X,IP68,,5G; Wi-Fi 6E; Bluetooth 5.4; GPS; GLONASS; Beidou; Galileo,,,,,,Moonstone Gray,USB Type-C,
Samsung,Galaxy Tab S11 Ultra,Tablet,2025,16GB,MediaTek Dimensity 9400+,14.6 inches,120Hz,13MP+8MP,12MP+12MP,11200mAh,45W,Android 16; One UI 8,,,Dynamic AMOLED 2X,IP68,,5G; Wi-Fi 7; Bluetooth 5.4; GPS; GLONASS; Beidou; Galileo,,,,,,Moonstone Gray,USB Type-C,

#Samsung Watches

Samsung,Galaxy Watch,Smartwatch,2018,1.5GB,Exynos 9110,1.3 inches,60Hz,,,472mAh,5W,Tizen OS 4.0,46mm,Stainless Steel,Silicone,Super AMOLED,5ATM + IP68,4 days,4G LTE; Wi-Fi 802.11b/g/n; Bluetooth 4.2; GPS; GLONASS; NFC,Android; iOS,,,,,Silver / Black,Proprietary Wireless,
Samsung,Galaxy Watch 3,Smartwatch,2020,1GB,Exynos 9110,1.4 inches,60Hz,,,340mAh,5W,Tizen OS 5.5,45mm,Stainless Steel / Titanium,Leather,Super AMOLED,5ATM + IP68,2 days,4G LTE; Wi-Fi 802.11b/g/n; Bluetooth 5.0; GPS; GLONASS; Beidou; Galileo; NFC,Android; iOS,,,,,Mystic Black / Mystic Silver,Proprietary Wireless,
Samsung,Galaxy Watch 4,Smartwatch,2021,1.5GB,Exynos W920,1.4 inches,60Hz,,,361mAh,5W,Android Wear OS 3.0; One UI Watch 3,44mm,Armor Aluminum,Silicone,Super AMOLED,5ATM + IP68,40 hours,4G LTE; Wi-Fi 802.11a/b/g/n; Bluetooth 5.0; GPS; GLONASS; Beidou; Galileo; NFC,Android,,,,,Black / Silver / Green,Proprietary Wireless,
Samsung,Galaxy Watch 4 Classic,Smartwatch,2021,1.5GB,Exynos W920,1.4 inches,60Hz,,,361mAh,5W,Android Wear OS 3.0; One UI Watch 3,46mm,Stainless Steel,Ridge Sport Band,Super AMOLED,5ATM + IP68,40 hours,4G LTE; Wi-Fi 802.11a/b/g/n; Bluetooth 5.0; GPS; GLONASS; Beidou; Galileo; NFC,Android,,,,,Black / Silver,Proprietary Wireless,
Samsung,Galaxy Watch 5,Smartwatch,2022,1.5GB,Exynos W920,1.4 inches,60Hz,,,410mAh,10W,Android Wear OS 3.5; One UI Watch 4.5,44mm,Armor Aluminum,Silicone,Super AMOLED,5ATM + IP68,50 hours,4G LTE; Wi-Fi 802.11a/b/g/n; Bluetooth 5.2; GPS; GLONASS; Beidou; Galileo; NFC,Android,,,,,Graphite / Sapphire / Silver,Proprietary Wireless,
Samsung,Galaxy Watch 5 Pro,Smartwatch,2022,1.5GB,Exynos W920,1.4 inches,60Hz,,,590mAh,10W,Android Wear OS 3.5; One UI Watch 4.5,45mm,Titanium,D-Buckle Sport Band,Super AMOLED,5ATM + IP68,80 hours,4G LTE; Wi-Fi 802.11a/b/g/n; Bluetooth 5.2; GPS; GLONASS; Beidou; Galileo; NFC,Android,,,,,Black Titanium / Gray Titanium,Proprietary Wireless,
Samsung,Galaxy Watch 6,Smartwatch,2023,2GB,Exynos W930,1.5 inches,60Hz,,,425mAh,10W,Android Wear OS 4.0; One UI Watch 5,44mm,Armor Aluminum,Sport Band,Super AMOLED,5ATM + IP68,40 hours,4G LTE; Wi-Fi 802.11a/b/g/n; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo; NFC,Android,,,,,Graphite / Silver,Proprietary Wireless,
Samsung,Galaxy Watch 6 Classic,Smartwatch,2023,2GB,Exynos W930,1.5 inches,60Hz,,,425mAh,10W,Android Wear OS 4.0; One UI Watch 5,47mm,Stainless Steel,Hybrid Eco-Leather,Super AMOLED,5ATM + IP68,40 hours,4G LTE; Wi-Fi 802.11a/b/g/n; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo; NFC,Android,,,,,Black / Silver,Proprietary Wireless,
Samsung,Galaxy Watch 7,Smartwatch,2024,2GB,Exynos W1000,1.5 inches,60Hz,,,425mAh,15W,Android Wear OS 5.0; One UI Watch 6,44mm,Armor Aluminum,Sport Band,Super AMOLED,5ATM + IP68,40 hours,4G LTE; Wi-Fi 802.11a/b/g/n; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo; NFC,Android,,,,,Green / Silver,Proprietary Wireless,
Samsung,Galaxy Watch Ultra (2024),Smartwatch,2024,2GB,Exynos W1000,1.5 inches,60Hz,,,590mAh,15W,Android Wear OS 5.0; One UI Watch 6,47mm,Titanium Grade 4,Marine Band,Super AMOLED,10ATM + IP68,100 hours,4G LTE; Wi-Fi 802.11a/b/g/n; Bluetooth 5.3; Dual GPS; NFC,Android,,,,,Titanium Gray / Titanium White,Proprietary Wireless,
Samsung,Galaxy Watch 8,Smartwatch,2025,2GB,Exynos W1000,1.47 inches,60Hz,,,435mAh,10W,Android Wear OS 6.0; One UI Watch 8,44mm,Armor Aluminum,Sport Band,Super AMOLED,5ATM + IP68,42 hours,4G LTE; Wi-Fi 802.11a/b/g/n; Bluetooth 5.3; Dual GPS; NFC,Android,,,,,Graphite / Silver,Proprietary Wireless,
Samsung,Galaxy Watch 8 Classic,Smartwatch,2025,2GB,Exynos W1000,1.47 inches,60Hz,,,445mAh,10W,Android Wear OS 6.0; One UI Watch 8,46mm,Stainless Steel,Hybrid Band,Super AMOLED,5ATM + IP68,45 hours,Bluetooth; Wi-Fi 802.11a/b/g/n; Bluetooth 5.3; Dual GPS; NFC,Android,,,,,Black / Titanium,Proprietary Wireless,
Samsung,Galaxy Watch Ultra (2025),Smartwatch,2025,2GB,Exynos W1000,1.5 inches,60Hz,,,590mAh,15W,Android Wear OS 6.0; One UI Watch 8,47mm,Titanium + Ceramic,Trail Band,Super AMOLED,10ATM + IP68,100 hours,4G LTE; Wi-Fi 802.11a/b/g/n; Bluetooth 5.3; Dual GPS; NFC,Android,,,,,Titanium Silver / Titanium Gray,Proprietary Wireless,
Samsung,Galaxy Watch 9,Smartwatch,2026,2GB,Snapdragon SW6100 Wear Elite,1.5 inches,60Hz,,,435mAh,10W,Android Wear OS 7.0; One UI Watch 9,44mm,Armor Aluminum,Sport Band,Super AMOLED,5ATM + IP68,48 hours,4G LTE; Wi-Fi 802.11a/b/g/n; Bluetooth 6.0; Dual GPS; NFC,Android,,,,,Graphite / Silver,Proprietary Wireless,
Samsung,Galaxy Watch Ultra 2,Smartwatch,2026,2GB,Snapdragon SW6100 Wear Elite,1.52 inches,60Hz,,,800mAh,10W,Android Wear OS 7.0; One UI Watch 9,47mm,Titanium Grade 4,Marine Band,Super AMOLED,10ATM + IP69K,100 hours,4G LTE; Wi-Fi 802.11a/b/g/n; Bluetooth 6.0; Dual GPS; NFC,Android,,,,,Titanium Gray / Titanium Silver,Proprietary Wireless,
Samsung,Galaxy Watch Active,Smartwatch,2019,768MB,Exynos 9110,1.1 inches,60Hz,,,230mAh,5W,Tizen OS 4.0,40mm,Aluminum,Silicone,Super AMOLED,5ATM + IP68,45 hours,Wi-Fi 802.11b/g/n; Bluetooth 4.2; GPS; GLONASS; Beidou; Galileo; NFC,Android; iOS,,,,,Black / Silver / Rose Gold,Proprietary Wireless,
Samsung,Galaxy Watch Active 2,Smartwatch,2019,768MB/1.5GB,Exynos 9110,1.4 inches,60Hz,,,340mAh,5W,Tizen OS 4.0,44mm,Aluminum / Stainless Steel,Leather / Silicone,Super AMOLED,5ATM + IP68,60 hours,4G LTE; Wi-Fi 802.11b/g/n; Bluetooth 5.0; GPS; GLONASS; Beidou; Galileo; NFC,Android; iOS,,,,,Aqua Black / Cloud Silver / Pink Gold,Proprietary Wireless,
Samsung,Galaxy Watch FE,Smartwatch,2024,1.5GB,Exynos W920,1.2 inches,60Hz,,,247mAh,5W,Android Wear OS 4.0; One UI Watch 5,40mm,Armor Aluminum,Sport Band,Super AMOLED,5ATM + IP68,40 hours,4G LTE; Wi-Fi 802.11a/b/g/n; Bluetooth 5.0; GPS; GLONASS; Beidou; Galileo; NFC,Android,,,,,Black / Pink Gold / Silver,Proprietary Wireless,
Samsung,Galaxy Fit,Fitness Band,2019,2MB,MCU,0.95 inches,60Hz,,,120mAh,5W,FreeRTOS,40mm,Aluminum,Silicone,AMOLED,5ATM + IP68,7 days,Bluetooth 5.0,Android; iOS,Fitness Band,Universal,Polycarbonate / Aluminum,Black / Silver,POGO Pin Magnetic,
Samsung,Galaxy Fit 2,Fitness Band,2020,2MB,MCU,1.1 inches,60Hz,,,159mAh,5W,FreeRTOS,46mm,Plastic,Silicone,AMOLED,5ATM + IP68,15 days,Bluetooth 5.1,Android; iOS,Fitness Band,Universal,Plastic,Black / Scarlet,POGO Pin Magnetic,
Samsung,Galaxy Fit 3,Fitness Band,2024,16MB,MCU,1.6 inches,60Hz,,,208mAh,5W,FreeRTOS,42.9mm,Aluminum,Silicone,AMOLED,5ATM + IP68,13 days,Bluetooth 5.3,Android,Fitness Band,Universal,Aluminum,Gray / Silver / Pink Gold,POGO Pin Magnetic,


#Tecno

Tecno,Spark Go 3,Phone,2026,4GB,Unisoc T7250,6.75 inches,120Hz,13MP,8MP,5000mAh,15W,Android 15; HiOS 15,,,IPS LCD,IP64,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.2; GPS; GLONASS; Beidou; Galileo,,,,,,Black,USB Type-C,
Tecno,Spark 50,Phone,2026,4GB,MediaTek Helio G81,6.78 inches,120Hz,50MP,8MP,7000mAh,18W,Android 16; HiOS 16,,,IPS LCD,IP54,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.2; GPS; GLONASS; Beidou; Galileo; Infrared,,,,,,Black,USB Type-C,
Tecno,Pova Curve 2 5G,Phone,2026,8GB,MediaTek Dimensity 7100,6.78 inches,144Hz,50MP+2MP,16MP,8000mAh,45W,Android 16; HiOS 16,,,Curved AMOLED,IP64,,5G; Wi-Fi 6; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo; NFC,,,,,,Geek Black,USB Type-C,
Tecno,Pova 7 Ultra 5G,Phone,2025,12GB,MediaTek Dimensity 8350 Ultimate,6.67 inches,144Hz,108MP+8MP,13MP,6000mAh,70W,Android 15; HiOS 15,,,AMOLED,IP54,,5G; Wi-Fi 6; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo; NFC,,,,,,Mecha Grey,USB Type-C,
Tecno,Camon 50 Pro 4G,Phone,2026,8GB,MediaTek Helio G200 Ultimate,6.78 inches,144Hz,50MP+50MP+8MP,32MP,6150mAh,45W,Android 16; HiOS 16,,,AMOLED,IP68,,4G LTE; Wi-Fi 6; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo; NFC; Infrared,,,,,,Moonlight Black,USB Type-C,
Tecno,Camon 50 Pro 5G,Phone,2026,12GB,MediaTek Dimensity 7400 Ultimate,6.78 inches,144Hz,50MP+50MP+8MP,50MP,6500mAh,45W,Android 16; HiOS 16,,,AMOLED,IP69K,,5G; Wi-Fi 6E; Bluetooth 5.4; GPS; GLONASS; Beidou; Galileo; NFC; Infrared,,,,,,Nebula Titanium,USB Type-C,
Tecno,Camon 50 Ultra 5G,Phone,2026,12GB,MediaTek Dimensity 7400 Ultimate,6.78 inches,144Hz,50MP+50MP+8MP,50MP,6500mAh,45W,Android 16; HiOS 16,,,Curved AMOLED,IP69K,,5G; Wi-Fi 6E; Bluetooth 5.4; GPS; GLONASS; Beidou; Galileo; NFC; eSIM,,,,,,Moonshadow Black,USB Type-C,
Tecno,Pop 9 4G,Phone,2024,3GB,Unisoc T606,6.6 inches,90Hz,13MP,8MP,5000mAh,10W,Android 14 (Go edition); HiOS 14,,,IPS LCD,IP54,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.0; GPS; GLONASS,,,,,,Startrail Black,USB Type-C,
Tecno,Pop 9 5G,Phone,2024,4GB,MediaTek Dimensity 6300,6.6 inches,120Hz,48MP,8MP,5000mAh,18W,Android 14; HiOS 14,,,IPS LCD,IP54,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.1; GPS; GLONASS; NFC,,,,,,Aurora Cloud,USB Type-C,
Tecno,Pop X,Phone,2026,4GB,MediaTek Helio G36,6.67 inches,90Hz,13MP,8MP,5000mAh,15W,Android 15 (Go edition); HiOS 15,,,IPS LCD,IP64,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.2; GPS; GLONASS,,,,,,Gravity Black,USB Type-C,
Tecno,Spark Go 3,Phone,2026,4GB,Unisoc T7250,6.75 inches,120Hz,13MP,8MP,5000mAh,15W,Android 15; HiOS 15,,,IPS LCD,IP64,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.2; GPS; GLONASS; Beidou; Galileo,,,,,,Black,USB Type-C,
Tecno,Spark 30C 5G,Phone,2024,4GB,MediaTek Dimensity 6300,6.67 inches,120Hz,48MP,8MP,5000mAh,18W,Android 14; HiOS 14,,,IPS LCD,IP54,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.1; GPS; GLONASS; Infrared,,,,,,Midnight Black,USB Type-C,
Tecno,Spark 40,Phone,2025,6GB,MediaTek Helio G81,6.67 inches,120Hz,50MP,8MP,5200mAh,45W,Android 15; HiOS 15,,,IPS LCD,IP64,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.2; GPS; GLONASS; Infrared,,,,,,Mirage Blue,USB Type-C,
Tecno,Spark 40 Pro,Phone,2025,8GB,MediaTek Helio G100,6.78 inches,120Hz,108MP+2MP,32MP,5000mAh,33W,Android 15; HiOS 15,,,AMOLED,IP54,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.2; GPS; GLONASS; NFC; Infrared,,,,,,Temporal Orbits,USB Type-C,
Tecno,Spark 50 4G,Phone,2026,4GB,MediaTek Helio G81,6.78 inches,120Hz,50MP,8MP,7000mAh,18W,Android 16; HiOS 16,,,IPS LCD,IP54,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.2; GPS; GLONASS; Beidou; Galileo; Infrared,,,,,,Black,USB Type-C,
Tecno,Spark 50 Pro,Phone,2026,8GB,MediaTek Helio G100 Ultimate,6.78 inches,120Hz,50MP+2MP,32MP,5000mAh,33W,Android 16; HiOS 16,,,AMOLED,IP54,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.2; GPS; GLONASS; NFC; Infrared,,,,,,Titanium Grey,USB Type-C,
Tecno,Spark Slim,Phone,2026,8GB,MediaTek Helio G200 Ultimate,6.78 inches,144Hz,50MP,13MP,5000mAh,45W,Android 16; HiOS 16,,,AMOLED,IP54,,4G LTE; Wi-Fi 6; Bluetooth 5.3; GPS; GLONASS; NFC,,,,,,Slim Gray,USB Type-C,
Tecno,Pova 7 5G,Phone,2025,8GB,MediaTek Dimensity 6080,6.78 inches,120Hz,50MP+2MP,16MP,6000mAh,33W,Android 15; HiOS 15,,,IPS LCD,IP53,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.3; GPS; GLONASS; NFC; Infrared,,,,,,Uranus Blue,USB Type-C,
Tecno,Pova 7 Pro 5G,Phone,2025,8GB,MediaTek Dimensity 7020,6.78 inches,120Hz,108MP+2MP,16MP,6000mAh,70W,Android 15; HiOS 15,,,AMOLED,IP53,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.3; GPS; GLONASS; NFC; Infrared,,,,,,Silver Dynamic,USB Type-C,
Tecno,Pova 7 Ultra 5G,Phone,2025,12GB,MediaTek Dimensity 8350 Ultimate,6.67 inches,144Hz,108MP+8MP,13MP,6000mAh,70W,Android 15; HiOS 15,,,AMOLED,IP54,,5G; Wi-Fi 6; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo; NFC,,,,,,Mecha Grey,USB Type-C,
Tecno,Pova Curve 2 5G,Phone,2026,8GB,MediaTek Dimensity 7100,6.78 inches,144Hz,50MP+2MP,16MP,8000mAh,45W,Android 16; HiOS 16,,,Curved AMOLED,IP64,,5G; Wi-Fi 6; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo; NFC,,,,,,Geek Black,USB Type-C,
Tecno,Pova 8 Pro 5G,Phone,2026,8GB,MediaTek Dimensity 7300,6.78 inches,144Hz,50MP+2MP,16MP,6500mAh,45W,Android 16; HiOS 16,,,AMOLED,IP64,,5G; Wi-Fi 6; Bluetooth 5.3; GPS; GLONASS; NFC,,,,,,Mecha Black,USB Type-C,
Tecno,Camon 40 Pro 5G,Phone,2025,8GB,MediaTek Dimensity 7020,6.78 inches,120Hz,50MP+50MP+2MP,50MP,5000mAh,33W,Android 15; HiOS 15,,,AMOLED,IP54,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.3; GPS; GLONASS; NFC,,,,,,Emerald Green,USB Type-C,
Tecno,Camon 50 4G,Phone,2026,8GB,MediaTek Helio G100,6.78 inches,120Hz,50MP+2MP,32MP,5000mAh,33W,Android 16; HiOS 16,,,AMOLED,IP54,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.2; GPS; GLONASS; NFC; Infrared,,,,,,Dark Shadow,USB Type-C,
Tecno,Camon 50 Pro 4G,Phone,2026,8GB,MediaTek Helio G200 Ultimate,6.78 inches,144Hz,50MP+50MP+8MP,32MP,6150mAh,45W,Android 16; HiOS 16,,,AMOLED,IP68,,4G LTE; Wi-Fi 6; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo; NFC; Infrared,,,,,,Moonlight Black,USB Type-C,
Tecno,Camon 50 Pro 5G,Phone,2026,12GB,MediaTek Dimensity 7400 Ultimate,6.78 inches,144Hz,50MP+50MP+8MP,50MP,6500mAh,45W,Android 16; HiOS 16,,,AMOLED,IP69K,,5G; Wi-Fi 6E; Bluetooth 5.4; GPS; GLONASS; Beidou; Galileo; NFC; Infrared,,,,,,Nebula Titanium,USB Type-C,
Tecno,Camon 50 Ultra 5G,Phone,2026,12GB,MediaTek Dimensity 9300+,6.78 inches,144Hz,50MP+50MP+50MP,50MP,6500mAh,45W,Android 16; HiOS 16,,,Curved AMOLED,IP69K,,5G; Wi-Fi 6E; Bluetooth 5.4; GPS; GLONASS; Beidou; Galileo; NFC; eSIM,,,,,,Moonshadow Black,USB Type-C,
Tecno,Phantom V Fold 2 5G,Phone,2024,12GB,MediaTek Dimensity 9000+,7.85 inches,120Hz,50MP+50MP+50MP,32MP,5750mAh,70W,Android 14; HiOS 14 Fold,,,Foldable LTPO AMOLED,IP54,,5G; Wi-Fi 6E; Bluetooth 5.3; GPS; GLONASS; NFC,,,,,,Karst Black,USB Type-C,
Tecno,Phantom V Flip 2 5G,Phone,2024,8GB,MediaTek Dimensity 8020,6.9 inches,120Hz,50MP+50MP,32MP,4720mAh,70W,Android 14; HiOS 14 Flip,,,Foldable LTPO AMOLED,IP54,,5G; Wi-Fi 6; Bluetooth 5.3; GPS; GLONASS; NFC,,,,,,Travertine Green,USB Type-C,
Tecno,Spark 50 5G,Phone,2026,6GB,MediaTek Dimensity 6400,6.78 inches,120Hz,50MP,8MP,6500mAh,18W,Android 16; HiOS 16,,,IPS LCD,IP64,,5G; Wi-Fi 802.11a/b/g/n; Bluetooth 5.4; GPS; Infrared,,,,,,Ink Black,USB Type-C,
Tecno,Spark Slim,Phone,2026,8GB,MediaTek Helio G200 Ultimate,6.78 inches,144Hz,50MP,13MP,5000mAh,45W,Android 16; HiOS 16,,,AMOLED,IP54,,4G LTE; Wi-Fi 6; Bluetooth 5.3; GPS; GLONASS; NFC,,,,,,Slim Gray,USB Type-C,
Tecno,Pova 8 5G,Phone,2026,8GB,MediaTek Dimensity 7100,6.76 inches,144Hz,50MP,13MP,8000mAh,45W,Android 16; HiOS 16,,,IPS LCD,IP64,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.4; GPS; GLONASS; Beidou; Galileo; NFC,,,,,,Terminal Green,USB Type-C,
Tecno,Pova 8 Pro 5G,Phone,2026,8GB,MediaTek Dimensity 7300,6.78 inches,144Hz,50MP+2MP,16MP,6500mAh,45W,Android 16; HiOS 16,,,AMOLED,IP64,,5G; Wi-Fi 6; Bluetooth 5.3; GPS; GLONASS; NFC,,,,,,Mecha Black,USB Type-C,
Tecno,Pova Slim 5G,Phone,2026,8GB,MediaTek Dimensity 7300,6.78 inches,144Hz,50MP+2MP,16MP,5000mAh,45W,Android 16; HiOS 16,,,AMOLED,IP64,,5G; Wi-Fi 6; Bluetooth 5.3; GPS; GLONASS; NFC,,,,,,Cyber Black,USB Type-C,
Tecno,Camon 50 4G,Phone,2026,8GB,MediaTek Helio G100,6.78 inches,120Hz,50MP+2MP,32MP,5000mAh,33W,Android 16; HiOS 16,,,AMOLED,IP54,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.2; GPS; GLONASS; NFC; Infrared,,,,,,Dark Shadow,USB Type-C,
